node idx,drug id
1410,DB02123
1411,DB02134
1412,DB02136
1413,DB02165
1414,DB02178
1415,DB02187
1416,DB02207
1417,DB02224
1418,DB02234
1419,DB02237
1420,DB02245
1421,DB02247
1422,DB02261
1423,DB02266
1424,DB02285
1425,DB02300
1426,DB02304
1427,DB02329
1428,DB02342
1429,DB02345
1430,DB02365
1431,DB02369
1432,DB02377
1433,DB02423
1434,DB02424
1435,DB02442
1436,DB02489
1437,DB02513
1438,DB02520
1439,DB02527
1440,DB02546
1441,DB02552
1442,DB02567
1443,DB02568
1444,DB02587
1445,DB02589
1446,DB02600
1447,DB02638
1448,DB02640
1449,DB02659
1450,DB02691
1451,DB02699
1452,DB02701
1453,DB02703
1454,DB02709
1455,DB02753
1456,DB02756
1457,DB02789
1458,DB02806
1459,DB02845
1460,DB02852
1461,DB02860
1462,DB02901
1463,DB02925
1464,DB02948
1465,DB02958
1466,DB02959
1467,DB02968
1468,DB02975
1469,DB03010
1470,DB03034
1471,DB03040
1472,DB03043
1473,DB03049
1474,DB03057
1475,DB03070
1476,DB03098
1477,DB03128
1478,DB03166
1479,DB03172
1480,DB03174
1481,DB03209
1482,DB03255
1483,DB03256
1484,DB03266
1485,DB03312
1486,DB03313
1487,DB03322
1488,DB03374
1489,DB03394
1490,DB03395
1491,DB03404
1492,DB03410
1493,DB03419
1494,DB03423
1495,DB03424
1496,DB03450
1497,DB03459
1498,DB03467
1499,DB03496
1500,DB03509
1501,DB03513
1502,DB03515
1503,DB03523
1504,DB03553
1505,DB03560
1506,DB03566
1507,DB03575
1508,DB03585
1509,DB03587
1510,DB03600
1511,DB03604
1512,DB03615
1513,DB03619
1514,DB03695
1515,DB03701
1516,DB03754
1517,DB03756
1518,DB03758
1519,DB03783
1520,DB03793
1521,DB03819
1522,DB03825
1523,DB03843
1524,DB03849
1525,DB03866
1526,DB03880
1527,DB03902
1528,DB03938
1529,DB03946
1530,DB03966
1531,DB04017
1532,DB04066
1533,DB04070
1534,DB04076
1535,DB04106
1536,DB04124
1537,DB04145
1538,DB04160
1539,DB04165
1540,DB04216
1541,DB04222
1542,DB04249
1543,DB04250
1544,DB04253
1545,DB04258
1546,DB04263
1547,DB04267
1548,DB04272
1549,DB04325
1550,DB04331
1551,DB04334
1552,DB04339
1553,DB04348
1554,DB04356
1555,DB04365
1556,DB04440
1557,DB04468
1558,DB04513
1559,DB04519
1560,DB04540
1561,DB04552
1562,DB04557
1563,DB04570
1564,DB04571
1565,DB04572
1566,DB04573
1567,DB04574
1568,DB04575
1569,DB04576
1570,DB04581
1571,DB04599
1572,DB04619
1573,DB04626
1574,DB04630
1575,DB04652
1576,DB04655
1577,DB04665
1578,DB04682
1579,DB04688
1580,DB04690
1581,DB04695
1582,DB04707
1583,DB04711
1584,DB04725
1585,DB04729
1586,DB04741
1587,DB04743
1588,DB04744
1589,DB04785
1590,DB04786
1591,DB04789
1592,DB04794
1593,DB04795
1594,DB04796
1595,DB04808
1596,DB04812
1597,DB04816
1598,DB04817
1599,DB04818
1600,DB04819
1601,DB04820
1602,DB04821
1603,DB04823
1604,DB04824
1605,DB04825
1606,DB04826
1607,DB04827
1608,DB04828
1609,DB04829
1610,DB04830
1611,DB04831
1612,DB04832
1613,DB04833
1614,DB04834
1615,DB04835
1616,DB04836
1617,DB04837
1618,DB04838
1619,DB04839
1620,DB04840
1621,DB04841
1622,DB04842
1623,DB04843
1624,DB04844
1625,DB04845
1626,DB04846
1627,DB04849
1628,DB04850
1629,DB04851
1630,DB04854
1631,DB04855
1632,DB04856
1633,DB04858
1634,DB04861
1635,DB04863
1636,DB04864
1637,DB04865
1638,DB04866
1639,DB04868
1640,DB04871
1641,DB04872
1642,DB04876
1643,DB04878
1644,DB04879
1645,DB04880
1646,DB04881
1647,DB04884
1648,DB04885
1649,DB04886
1650,DB04888
1651,DB04889
1652,DB04891
1653,DB04892
1654,DB04894
1655,DB04895
1656,DB04896
1657,DB04897
1658,DB04898
1659,DB04899
1660,DB04900
1661,DB04901
1662,DB04903
1663,DB04905
1664,DB04907
1665,DB04908
1666,DB04911
1667,DB04914
1668,DB04917
1669,DB04918
1670,DB04920
1671,DB04925
1672,DB04930
1673,DB04932
1674,DB04934
1675,DB04936
1676,DB04938
1677,DB04946
1678,DB04948
1679,DB04949
1680,DB04950
1681,DB04951
1682,DB04952
1683,DB04953
1684,DB04956
1685,DB04957
1686,DB04958
1687,DB04960
1688,DB04961
1689,DB04962
1690,DB04964
1691,DB04975
1692,DB04977
1693,DB04988
1694,DB04996
1695,DB05006
1696,DB05015
1697,DB05016
1698,DB05018
1699,DB05022
1700,DB05034
1701,DB05039
1702,DB05076
1703,DB05077
1704,DB05084
1705,DB05088
1706,DB05095
1707,DB05097
1708,DB05099
1709,DB05101
1710,DB05102
1711,DB05105
1712,DB05107
1713,DB05109
1714,DB05111
1715,DB05115
1716,DB05129
1717,DB05136
1718,DB05137
1719,DB05139
1720,DB05143
1721,DB05144
1722,DB05152
1723,DB05154
1724,DB05168
1725,DB05202
1726,DB05209
1727,DB05212
1728,DB05223
1729,DB05227
1730,DB05229
1731,DB05232
1732,DB05239
1733,DB05245
1734,DB05246
1735,DB05254
1736,DB05258
1737,DB05259
1738,DB05260
1739,DB05262
1740,DB05265
1741,DB05266
1742,DB05271
1743,DB05288
1744,DB05294
1745,DB05295
1746,DB05296
1747,DB05304
1748,DB05306
1749,DB05316
1750,DB05321
1751,DB05325
1752,DB05332
1753,DB05336
1754,DB05351
1755,DB05374
1756,DB05381
1757,DB05383
1758,DB05386
1759,DB05395
1760,DB05396
1761,DB05405
1762,DB05424
1763,DB05428
1764,DB05437
1765,DB05440
1766,DB05459
1767,DB05465
1768,DB05472
1769,DB05482
1770,DB05488
1771,DB05496
1772,DB05521
1773,DB05524
1774,DB05528
1775,DB05532
1776,DB05540
1777,DB05541
1778,DB05542
1779,DB05545
1780,DB05550
1781,DB05555
1782,DB05562
1783,DB05575
1784,DB05578
1785,DB05595
1786,DB05607
1787,DB05631
1788,DB05656
1789,DB05668
1790,DB05676
1791,DB05679
1792,DB05687
1793,DB05697
1794,DB05708
1795,DB05710
1796,DB05718
1797,DB05767
1798,DB05773
1799,DB05779
1800,DB05786
1801,DB05793
1802,DB05797
1803,DB05804
1804,DB05812
1805,DB05814
1806,DB05819
1807,DB05829
1808,DB05830
1809,DB05860
1810,DB05871
1811,DB05875
1812,DB05885
1813,DB05889
1814,DB05892
1815,DB05903
1816,DB05915
1817,DB05916
1818,DB05928
1819,DB05941
1820,DB05942
1821,DB05974
1822,DB05990
1823,DB05996
1824,DB06011
1825,DB06013
1826,DB06016
1827,DB06021
1828,DB06022
1829,DB06040
1830,DB06043
1831,DB06049
1832,DB06050
1833,DB06077
1834,DB06081
1835,DB06101
1836,DB06109
1837,DB06116
1838,DB06117
1839,DB06119
1840,DB06127
1841,DB06144
1842,DB06145
1843,DB06147
1844,DB06148
1845,DB06149
1846,DB06150
1847,DB06151
1848,DB06152
1849,DB06153
1850,DB06154
1851,DB06155
1852,DB06159
1853,DB06160
1854,DB06162
1855,DB06163
1856,DB06168
1857,DB06171
1858,DB06174
1859,DB06176
1860,DB06181
1861,DB06186
1862,DB06190
1863,DB06191
1864,DB06192
1865,DB06193
1866,DB06194
1867,DB06195
1868,DB06196
1869,DB06198
1870,DB06199
1871,DB06200
1872,DB06201
